,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
267,307,True,House,4012,Requesting Congress to reform the harbor maintenance tax.,Harbor maintenance tx reform,268
268,308,True,House,4610,Adopting the permanent rules of the House of Representatives.,"House rules, permanent",269
269,317,True,House,1054,Concerning the age of individuals at which sale or distribution of tobacco and vapor products may be made.,Tobacco & vapor products/age,270
270,321,True,House,1063,"Allowing federally recognized tribes with lands held in trust in a county that is west of the Cascade mountain range that borders Puget Sound with a population of at least one hundred eighteen thousand, but less than two hundred fifty thousand, persons to enter into agreements regarding fuel taxes.","Tribes, fuel tax agreements",271
271,339,True,House,1144,Amending state greenhouse gas emission limits for consistency with the most recent assessment of climate change science.,Greenhouse gas emissions,272
272,341,True,House,1151,Clarifying residency requirements for licensed marijuana businesses.,Marijuana business/residency,273
273,343,True,House,1154,Ensuring the competitiveness of Washington state's fishing and seafood processing industries by supporting the recapitalization of fishing fleets through certain tax preferences.,Fishing & seafood processing,274
274,350,True,House,1169,"Enacting the student opportunity, assistance, and relief act.",Student loan assistance,275
275,354,True,House,1188,Concerning the use of child passenger restraint systems.,Child passenger restraint,276
276,360,True,House,1233,Enabling electric utilities to prepare for the distributed energy future.,Distributed energy,277
277,367,True,House,1293,Concerning witnessing a student's college bound scholarship pledge when efforts to obtain a parent's or guardian's signature are unsuccessful.,College bound sch./signature,278
278,369,True,House,1298,Prohibiting employers from asking about arrests or convictions before an applicant is determined otherwise qualified for a position.,"Job applicants/arrests, etc.",279
279,377,True,House,1325,Concerning the evaluation and prioritization of capital budget projects at the public two-year and four-year institutions of higher education.,Capital projects/higher ed.,280
280,380,True,House,1332,Concerning dangerous objects on county roads and bridges.,Dangerous objects on roads,281
281,388,True,House,1357,Concerning tribal-state relations.,Tribal-state relations,282
282,393,True,House,1377,Improving students' mental health by enhancing nonacademic professional services.,Student mental health,283
283,402,True,House,1433,Decoupling services and activities fees from tuition.,Tuition/activities fees,284
284,412,True,House,1482,Establishing the legislative-executive WorkFirst poverty reduction oversight task force.,WorkFirst poverty reduction,285
285,418,True,House,1506,Addressing workplace practices to achieve gender pay equity.,Workplaces/gender pay equity,286
286,420,True,House,1510,Concerning port district worker development and occupational training programs.,Port district worker dev.,287
287,422,True,House,1512,Expanding college bound scholarship eligibility.,College bound schlrshp elig,288
288,424,True,House,1513,Concerning the collection of youth voter registration sign up information.,Youth voter reg. info.,289
289,427,True,House,1532,Concerning the exemption of property taxes for nonprofit homeownership development.,Nonprofit homeownership dev.,290
290,432,True,House,1558,"Authorizing membership in the Washington public safety employees' retirement system for employees who provide nursing care to, or ensure the custody and safety of, offender, probationary, and patient populations in institutions and centers.",PSERS/offender nursing care,291
291,434,True,House,1559,Granting binding interest arbitration rights to certain uniformed personnel.,Uniformed personnel arbitrat,292
292,436,True,House,1560,"Addressing plan membership default provisions in the public employees' retirement system, the teachers' retirement system, and the school employees' retirement system.",Retirement system defaults,293
293,438,True,House,1562,Continuing the work of the Washington food policy forum.,WA food policy forum,294
294,441,True,House,1570,Concerning access to homeless housing and assistance.,Homeless housing & assist.,295
295,453,True,House,1656,Establishing a community aviation revitalization loan program.,Aviation revital. loan prg,296
296,455,True,House,1673,Adding training on public works and prevailing wage requirements to responsible bidder criteria.,Responsible bidder criteria,297
297,483,True,House,1827,"Relating to expanding the current and future educator workforce supply through evidence-based strategies to improve and incentivize the recruitment and retention of highly effective educators, especially in high-need subject, grade-level, and geographic areas, and to establish a cohesive continuum of high quality professional learning from preparation programs to job embedded induction, mentoring, collaboration, and other professional development opportunities.",Educator workforce supply,298
